minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
24,Foghorn Leghorn,0.6173950381442814,32.03636643064725,14.866802097442058,37.22382517422696,4.452567746887095,15.871958753817655,14.746099216605165,34.08112780318531
24,Bugs Bunny,0.6278449235313726,34.12294278615663,14.9943786096266,32.19581974449894,4.08450151816081,15.360965026021413,10.902458888781856,26.872397127320728
24,Elmer Fudd,0.6157663657191434,27.765832111463894,14.64283055049699,34.66040924661146,4.687377409134955,25.718386143986905,16.134626923203378,27.92652613732376
24,Lola Bunny,0.6374655122550419,29.832726589418424,15.716571116311712,34.16659755885948,4.8390649211321985,18.576340599414603,15.517047992940173,32.00149674700032
24,Porky Pig,0.5955951774931303,31.124968859461834,14.482730874109574,33.74142235894541,6.520593044232002,19.40366082124349,15.098908763135972,28.660394742226547
24,Tasmanian Devil,0.6132179667367845,26.84057974598968,14.073545389443161,37.26443797661234,5.240871507165313,19.37806576318125,11.131734009674437,26.41087482156517
24,Gossamer,0.621673562504657,34.3894686168638,16.049610533319004,35.58421839666677,4.59773115155483,9.784009114968,16.351949921473423,38.88009791766923
24,Granny,0.625862114027032,25.86449191126019,14.691317158655902,34.49052502526143,6.67433187599562,21.3321269106123,15.588129433096418,29.64542744744445
24,Wile E. Coyote,0.6240358890033799,27.207557254286446,13.57007669394465,37.190181525843265,8.07996268393795,22.308907545065985,13.815201407521478,28.49523683420937
24,Tweety,0.6076935523228658,27.450094462349846,12.350743727843772,39.512015769668395,6.711322978308762,19.88770033303344,10.205461229882065,26.490004565356944
24,Penelope,0.6131782100725551,26.91353762858857,14.053946951940617,31.14826813357824,7.952881745496117,14.924186158489025,11.853631366540913,25.843251043257506
24,Daffy Duck,0.6282481877348626,28.956564097761685,15.244341469507736,33.91737673372392,6.315589141518323,17.937020696275322,13.444314957713303,28.651907754736474
36,Sylvester,0.6172596394336077,34.401919554141735,15.14056651848302,36.904334366786244,9.014760702629747,23.038482265518024,15.057178022375854,28.809614955767298
36,Marvin the Martian,0.6091662778225072,32.33622707555094,13.862767343327302,30.68235390285793,7.058946033401169,23.423839749839892,13.152046520101685,22.73698340882967
36,Road Runner,0.6278258233925673,27.397962824402008,13.492142259633269,36.556197018437935,6.258162548736594,26.355729268501353,11.264560424377482,22.80344954989933
36,Foghorn Leghorn,0.6149123864514161,30.782816338489436,15.878454325211951,35.500443448495,5.965294218395972,18.908132701020307,11.960530891441568,26.094367660297994
36,Bugs Bunny,0.6107808320617971,32.35190482924338,14.84843927935782,32.21245828081812,7.279214812717977,19.702853143652444,16.317507666673272,29.8424454827472
36,Elmer Fudd,0.6081533364870939,29.84297581295283,16.167217866722662,35.29008875579839,2.8380637693985484,23.140352588974068,13.788489512439424,26.03121545484454
36,Lola Bunny,0.6356542665523194,33.54785775283604,13.15020513060597,36.669358399165915,3.983551810042282,20.11069804692478,16.454580493997955,35.75585322335252
36,Porky Pig,0.59981241742691,29.11065991697266,15.921443354595052,39.12683927783246,5.964868836960801,22.75504188986163,13.665009384089362,27.201330600382246
36,Tasmanian Devil,0.6044086651223122,27.63572973013518,13.612671083885193,31.698873791655387,7.041750670807476,22.448240109371238,7.402258048815968,15.379120010196107
36,Gossamer,0.6204658908569826,31.252007942206276,15.548794032009583,35.50186507214267,3.921959148032103,10.779537679733053,13.510357105941685,34.34052102499729
36,Granny,0.6177796841392652,28.122470899636532,14.68428372613288,34.11319660021216,4.5857005318066975,20.292808961008692,14.500795852680897,28.84391802592688
36,Wile E. Coyote,0.6324714595044799,29.507200941832426,14.010214680104879,32.80703729122518,5.563473059593696,24.846579191740794,13.83884052602199,25.424194781582987
36,Tweety,0.6025165349171719,28.901737993437422,13.250853384658603,35.54771513700218,6.7607091249949205,28.073408772627282,13.030262595940275,22.300785953192236
36,Penelope,0.5992789449152565,25.66863190895563,15.084459720684556,33.08275909830142,7.9897110118942205,17.39048853302511,12.570710332425147,24.9732274441989
36,Daffy Duck,0.6157162547462337,29.686471743908044,15.259576200209592,29.721077425530048,6.356571138461544,19.536531344508603,14.29280534196159,25.66458404890503
